property_name,address,borough,property_type,sqft,classification,has_steam_cooling,has_electric_cooling,has_monthly_data,steam_intensity,heating_baseline,steam_ratio_vs_baseline,steam_pct_of_total,summer_elec_increase_pct,cooling_intensity_kbtu_sqft,cooling_pct_of_elec,peak_month_cooling_kw,avg_summer_cooling_kw,num_cooling_towers,district_steam_kbtu,elec_kwh,bbl,bin,latitude,longitude
Allied - 304 East 65th Street,304 EAST 65 STREET,MANHATTAN,Multifamily Housing,153116,ELECTRIC_ONLY,False,True,True,42.5,30.8,1.38,56.2,101.9,6.8,21.3,432,294,0,6508434,1424018,1014397501,1072488,40.764179,-73.96119
1025 Fifth Avenue,1025 Fifth Avenue,MANHATTAN,Multifamily Housing,292750,ELECTRIC_ONLY,False,True,True,45.5,30.8,1.48,70.7,84.7,2.5,13.9,431,242,0,13328729,1529845,1014950004,1046778,40.77995,-73.96156
260 Park Ave South,260 Park Avenue South,MANHATTAN,Multifamily Housing,232800,ELECTRIC_ONLY,False,True,True,22.1,30.8,0.72,39.3,54.0,3.4,10.2,431,265,1,5143608,2294194,1008497504,1016213,40.738642,-73.987511
115  Broadway,115  Broadway,MANHATTAN,Office,399841,ELECTRIC_ONLY,False,True,True,18.5,14.0,1.33,33.6,27.3,1.7,4.7,431,230,1,7405928,4283339,1000500001,1001030,40.708631,-74.010997
GPG - 353 East 83rd Street,353 East 83rd Street,MANHATTAN,Multifamily Housing,267771,ELECTRIC_ONLY,False,True,True,22.4,30.8,0.73,54.5,96.8,2.8,16.6,426,250,0,5989951,1328872,1015460023,1049931,40.775412,-73.951929
385 First Avenue Condominium (385 First Avenue New York),385 First Avenue New York,MANHATTAN,Multifamily Housing,156512,ELECTRIC_ONLY,False,True,True,33.4,30.8,1.09,58.6,146.4,6.5,28.0,425,294,0,5233922,1062091,1009287505,1086124,40.73639,-73.978775
Kimmel,351 E 68 St,MANHATTAN,Other - Specialty Hospital,60808,ELECTRIC_ONLY,False,True,True,45.4,41.4,1.1,31.8,84.0,23.1,23.7,421,332,2,2762510,1737814,1014430020,1044756,40.76574,-73.959026
301 East 66th Street,301 East 66th Street,MANHATTAN,Multifamily Housing,244837,ELECTRIC_ONLY,False,True,True,36.2,30.8,1.18,61.3,100.6,3.2,17.3,413,258,0,8859635,1312662,1014417501,1044738,40.764846,-73.960789
Maxwell: 100 W 92nd St & 640 Columbus Ave,100 West 92nd Street,MANHATTAN,Multifamily Housing,282396,ELECTRIC_ONLY,False,True,True,33.4,30.8,1.09,66.0,102.7,3.3,20.3,413,287,0,9441376,1257280,1-01222-0029;1-01222-9029,1032499,40.790446,-73.969766
48 Wall Street,48 Wall Street,MANHATTAN,Office,321620,ELECTRIC_ONLY,False,True,True,18.7,14.0,1.34,32.1,31.2,2.5,6.2,413,240,2,6008136,3728872,1000400014,1001005,40.706331,-74.009396
Orsid - 111 Fulton Street,101 FULTON STREET,MANHATTAN,Multifamily Housing,222992,ELECTRIC_ONLY,False,True,True,16.7,30.8,0.54,22.8,35.6,4.1,8.1,410,278,1,3727835,3320897,1000917502,1001263,40.709611,-74.006521
Century - 785 Fifth Avenue,784 5 AVENUE,MANHATTAN,Multifamily Housing,167819,ELECTRIC_ONLY,False,True,True,32.8,30.8,1.06,51.6,87.4,5.6,18.2,409,299,1,5499671,1513411,1013740069,1040765,40.764583,-73.972777
75 Maiden Lane,75 Maiden Lane,MANHATTAN,Office,155026,ELECTRIC_ONLY,False,True,True,17.9,14.0,1.28,39.8,119.1,6.2,23.9,407,289,1,2775644,1188316,1000680011,1001112,40.707657,-74.007758
Carlyle: 1201 2nd Avenue,1201 2 AVENUE,MANHATTAN,Multifamily Housing,605709,ELECTRIC_ONLY,False,True,True,0.6,30.8,0.02,0.7,32.4,1.4,7.3,405,284,1,337090,3427946,1014180021,1043864,40.763285,-73.962403
Olnick - Le Triomphe,245 East 58 Street,MANHATTAN,Multifamily Housing,345745,ELECTRIC_ONLY,False,True,True,16.2,30.8,0.53,33.0,34.1,1.8,5.8,400,203,1,5601054,3103430,1013320029,1038634,40.760494,-73.965993
URA Group - 565 5th Ave,563 5 AVENUE,MANHATTAN,Office,345048,ELECTRIC_ONLY,False,True,True,18.0,14.0,1.29,28.5,24.5,2.6,5.7,398,241,1,6196704,4567467,1012820001,1035402,40.756122,-73.978946
Club Quarters-World Trade Center,140 WASHINGTON STREET,MANHATTAN,Hotel,181297,ELECTRIC_ONLY,False,True,True,41.8,34.6,1.21,38.6,34.2,3.9,6.5,396,234,1,7580956,3177896,1000560001,1001063,40.709729,-74.013818
Park Laurel,15 West 3rd Street,MANHATTAN,Multifamily Housing,205665,ELECTRIC_ONLY,False,True,True,9.8,30.8,0.32,23.2,56.4,3.6,10.7,395,245,2,2019543,1959553,1-01116-7502,1027467,40.728317,-73.995829
(7406) - The Downtown Club Condominium (20 West St),20 West St,MANHATTAN,Multifamily Housing,259076,ELECTRIC_ONLY,False,True,True,35.9,30.8,1.17,56.0,49.1,2.6,9.2,393,227,0,9297976,2107187,1-00015-7502,1087243;1000046,40.706358,-74.016151
The Brompton,205 East 85th Street,MANHATTAN,Multifamily Housing,331498,ELECTRIC_ONLY,False,True,True,13.5,30.8,0.44,30.1,38.2,2.2,7.4,393,238,1,4471566,2718225,1-01531-7501,1087920,40.777977,-73.954079
360 Madison Avenue,360 Madison Avenue,MANHATTAN,Office,360000,ELECTRIC_ONLY,False,True,True,14.7,14.0,1.05,26.8,25.0,1.6,4.1,391,196,1,5293718,4233719,1012817501,1086068,40.755024,-73.978318
Halstead - 310 West 52nd Street,310 WEST 52 STREET,MANHATTAN,Multifamily Housing,262508,ELECTRIC_ONLY,False,True,True,33.0,30.8,1.07,50.5,53.0,2.4,9.1,390,206,1,8658350,2009945,1010427502,1087538,40.76374,-73.98568
"Halstead - 345 East 56th Street NY, NY 10022",1023 1 AVENUE,MANHATTAN,Multifamily Housing,227348,ELECTRIC_ONLY,False,True,True,33.8,30.8,1.1,49.6,53.4,4.1,12.5,389,274,1,7685013,2201123,1013497501,1071989,40.757743,-73.963345
(7148) - GR Housing Corp. (711 Amsterdam Ave),711 Amsterdam Ave,MANHATTAN,Multifamily Housing,323484,ELECTRIC_ONLY,False,True,True,42.3,30.8,1.37,77.9,110.8,2.0,17.2,387,215,0,13667729,1138250,1-01225-0001,1032551,40.793032,-73.971097
711 Amsterdam Avenue,711 Amsterdam Avenue,MANHATTAN,Multifamily Housing,355832,ELECTRIC_ONLY,False,True,True,38.7,30.8,1.26,78.5,110.7,1.8,17.2,387,215,0,13766521,1104724,1012250001,1012250001,40.793032,-73.971097
55 Broadway,55 Broadway,MANHATTAN,Office,354072,ELECTRIC_ONLY,False,True,True,20.4,14.0,1.46,31.1,22.2,1.6,3.6,382,192,1,7216942,4695417,1000200016,1000807,40.706638,-74.012631
499 Park Avenue,499 Park Avenue,MANHATTAN,Office,304041,ELECTRIC_ONLY,False,True,True,14.5,14.0,1.04,26.6,30.1,2.5,6.2,379,248,1,4409970,3557746,1-01313-0004,1037164,40.762815,-73.969858
1296 - The Benjamin Hotel New York City 125 East 50th. Street,125 East 50th. Street,MANHATTAN,Hotel,157462,ELECTRIC_ONLY,False,True,True,43.9,34.6,1.27,60.3,90.5,5.2,18.0,377,253,1,6909248,1333592,1013050020,1036452,40.75639,-73.972088
(7080) - The One Lincoln Square Condominium (150 Columbus Ave),150 Columbus Ave,MANHATTAN,Multifamily Housing,347922,ELECTRIC_ONLY,False,True,True,20.0,30.8,0.65,45.1,61.2,2.8,15.0,377,267,1,6969545,2006506,1-01138-7501,1028840,40.773961,-73.981319
355 Lexington LLC,355 Lexington Avenue,MANHATTAN,Office,253733,ELECTRIC_ONLY,False,True,True,9.5,14.0,0.68,25.1,51.7,2.8,9.7,377,232,1,2402459,2099024,1012950023,1036147,40.750245,-73.976909
30 Wall Street,30 Wall Street,MANHATTAN,Financial Office,132508,ELECTRIC_ONLY,False,True,True,21.2,20.1,1.05,37.3,85.4,6.2,17.4,374,272,1,2805052,1382344,1000430005,1001019,40.706938,-74.010377
31 West 34th Street,31 W 34 St,MANHATTAN,Office,275609,ELECTRIC_ONLY,False,True,True,6.5,14.0,0.46,12.9,29.7,3.0,6.8,373,251,0,1784301,3543237,1008360010,1083638,40.749256,-73.98648
157 East 57th Street,157 East 57th Street,MANHATTAN,Multifamily Housing,173168,ELECTRIC_ONLY,False,True,True,40.0,30.8,1.3,58.0,121.6,6.1,27.8,371,274,0,6933116,1118811,1013120033,1036912,40.760701,-73.968566
900 Park Avenue,900 Park Avenue,MANHATTAN,Multifamily Housing,213234,ELECTRIC_ONLY,False,True,True,39.5,30.8,1.28,71.4,146.7,3.6,25.3,369,241,0,8431944,942249,1-01491-7501,1046471,40.776022,-73.960768
NYPL_4614_Starvos Niarchos Foundation Library,455 5th Ave,MANHATTAN,Library,170000,ELECTRIC_ONLY,False,True,True,20.8,76.8,0.27,30.9,48.0,5.9,12.7,367,249,1,3533666,2320488,1008690074,1017602,40.752003,-73.981954
(3303) - The Tribeca Condominium (303 Greenwich St.),303 Greenwich St.,MANHATTAN,Multifamily Housing,107190,ELECTRIC_ONLY,False,True,True,41.8,30.8,1.36,43.6,91.0,7.3,17.8,366,244,0,4476246,1327460,1-00140-7501,1066317,40.716396,-74.010934
700 Park Avenue Corp.,700 Park Avenue,MANHATTAN,Multifamily Housing,167345,ELECTRIC_ONLY,False,True,True,42.1,30.8,1.37,63.7,104.0,5.1,21.4,363,253,1,7040086,1170935,1013840032,1041309,40.769354,-73.965115
111 John Street -Manhattan,111 John Street,MANHATTAN,Office,296076,ELECTRIC_ONLY,False,True,True,16.7,14.0,1.2,44.6,60.4,2.6,12.7,361,256,1,4956879,1806921,1000750030,1001167,40.707671,-74.005764
DEPM 2494 - 188 East 70th Street,184 East 70 Street,MANHATTAN,Multifamily Housing,186482,ELECTRIC_ONLY,False,True,True,20.5,30.8,0.66,41.2,66.2,3.3,11.6,359,205,1,3815857,1556514,1014047503,1042610,40.768642,-73.962068
44 Wall Street-RDA,44 Wall Street,MANHATTAN,Office,289049,ELECTRIC_ONLY,False,True,True,20.7,14.0,1.48,45.2,49.3,2.4,9.8,358,231,1,5993294,2125973,1000430001,1001017,40.706556,-74.009764
45 Broadway,45 Broadway,MANHATTAN,Office,394763,ELECTRIC_ONLY,False,True,True,15.8,14.0,1.13,32.1,25.4,1.3,4.0,358,174,1,6233062,3809496,1000200009,1000804,40.706397,-74.012829
Orsid - 170 West 23rd Street,215 7 AVENUE,MANHATTAN,Multifamily Housing,115909,ELECTRIC_ONLY,False,True,True,44.7,30.8,1.45,37.4,50.2,6.0,9.9,354,226,0,5181207,2070792,1007987502,1068238,40.743726,-73.9959
Dermot - 160 East 48th Street (The Buchanan),760 3Rd Avenue,MANHATTAN,Multifamily Housing,297793,ELECTRIC_ONLY,False,True,True,44.2,30.8,1.44,62.5,60.3,2.0,10.3,353,185,0,13166357,1726938,1013020033,1036217,40.754098,-73.972035
90 Broad Street (Broad Street Plaza),90 Broad Street,MANHATTAN,Office,376270,ELECTRIC_ONLY,False,True,True,13.1,14.0,0.94,29.8,28.7,1.8,5.8,349,223,1,4930515,3403047,1-00010-0016,1000025,40.703954,-74.011592
Museum of Arts and Design,2 Columbus Cir,MANHATTAN,Museum,61832,ELECTRIC_ONLY,False,True,True,132.3,106.8,1.24,45.2,42.9,14.0,10.6,347,250,0,8177788,2386502,1010300001,1024910,40.7677,-73.981957
35 Sutton Place,35 SUTTON PL.,MANHATTAN,Multifamily Housing,233324,ELECTRIC_ONLY,False,True,True,35.8,30.8,1.16,64.6,87.2,2.8,15.5,346,216,0,8361009,1240733,1013720073,1040747,40.758343,-73.959944
Evolution - 485 5th Avenue (Andaz 5th Avenue),479 5 AVENUE,MANHATTAN,Hotel,215825,ELECTRIC_ONLY,False,True,True,34.8,34.6,1.01,37.7,29.5,4.8,8.9,346,242,1,7510438,3401115,1012760001,1035330,40.7529,-73.981297
M Rapaport: 18 East 48th Street,18 E 48th St,MANHATTAN,Office,114874,ELECTRIC_ONLY,False,True,True,11.1,14.0,0.79,18.6,92.5,9.5,24.3,345,260,1,1275538,1301892,1-01283-0058,1035422,40.75686,-73.977126
DEPM 2260/2270 - 240 Centre St,230 Centre Street,MANHATTAN,Multifamily Housing,147813,ELECTRIC_ONLY,False,True,True,4.6,30.8,0.15,9.1,64.5,4.6,12.7,345,225,1,683171,1565049,1004727501,1075959,40.71994,-73.998384
Delmonico Plaza Condominium,55 East 59th Street,MANHATTAN,Office,295782,ELECTRIC_ONLY,False,True,True,9.0,14.0,0.65,20.4,31.9,2.6,7.4,343,228,1,2674703,3059396,1013747501,1040766,40.763336,-73.970789
809 First Avenue,809 First Avenue,MANHATTAN,Office,100000,ELECTRIC_ONLY,False,True,True,19.7,14.0,1.41,25.8,71.1,11.7,21.2,342,309,1,1971294,1659648,1-01338-7503,1038775,40.751028,-73.968243
CW Glorious Sun 505 Park Avenue,503 Park Avenue,MANHATTAN,Office,210756,ELECTRIC_ONLY,False,True,True,14.5,14.0,1.04,33.3,57.2,3.8,12.9,336,230,3,3049918,1794404,1013940001,1041900,40.763059,-73.969681
730 Park Ave,730 PARK AVE.,MANHATTAN,Multifamily Housing,182600,ELECTRIC_ONLY,False,True,True,42.2,30.8,1.37,64.9,86.2,3.1,14.0,335,186,0,7707401,1172712,1013850037,1041333,40.770553,-73.964897
1140 Avenue Of Americas,1140 Avenue of Americas,MANHATTAN,Office,260000,ELECTRIC_ONLY,False,True,True,18.7,14.0,1.34,31.5,35.9,3.2,9.2,329,233,2,4851711,2661271,1012600001,1034217,40.75623,-73.98309
520 Park Avenue,520 PARK AVE.,MANHATTAN,Multifamily Housing,251892,ELECTRIC_ONLY,False,True,True,6.6,30.8,0.21,11.9,25.6,2.3,4.8,329,193,0,1651552,3562440,1013757504,1090526,40.763943,-73.970041
South Star Condominium,80 John Street,MANHATTAN,Multifamily Housing,200610,ELECTRIC_ONLY,False,True,True,32.0,30.8,1.04,54.1,99.7,4.1,21.7,327,234,0,6410001,1112539,1000687501,1001115,40.708445,-74.006886
DEPM 1136 - 111 East 85th St,111 East 85 Street,MANHATTAN,Multifamily Housing,212365,ELECTRIC_ONLY,False,True,True,32.4,30.8,1.05,60.7,78.9,2.8,14.1,324,195,0,6886597,1224542,1015140008,1047928,40.779252,-73.957094
Gracie Square Hospital - 420 E 76th St,420 E 76th St,MANHATTAN,Hospital (General Medical & Surgical),82200,ELECTRIC_ONLY,False,True,True,154.6,114.1,1.36,70.8,66.8,5.4,10.3,319,147,1,12706118,1383482,1-01470-0033,1081243,40.769951,-73.953092
JLJ LLC - 27 West 23rd Street - ent,27 West 23rd Street,MANHATTAN,Office,136850,ELECTRIC_ONLY,False,True,True,10.1,14.0,0.72,29.7,109.3,5.6,22.1,318,213,0,1376550,952922,"1-00825-0024, 1-00825-0056","1015580,1015585",40.742013,-73.990653
Maxwell: 270 Broadway,270 Broadway (80 Chambers St.),,Multifamily Housing,335676,ELECTRIC_ONLY,False,True,True,30.9,30.8,1.0,44.1,21.2,1.0,2.6,316,113,1,10365926,3818967,1001357504,1079153,,
660 1st Avenue,660 First Avenue,MANHATTAN,Laboratory,108161,ELECTRIC_ONLY,False,True,True,89.9,89.9,1.0,41.0,22.4,4.0,3.3,315,145,1,9728055,4101995,1-00969-0005,1022549,40.746031,-73.971854
The Union Club,101 East 69th St.,MANHATTAN,Community Center and Social Meeting Hall,87047,ELECTRIC_ONLY,False,True,True,57.9,39.2,1.48,42.6,56.1,7.6,11.7,314,191,1,5038202,1666154,1014040001,1042480;1089975,40.769036,-73.964898
11 East 29th Street,11 E. 29TH ST.,MANHATTAN,Multifamily Housing,262502,ELECTRIC_ONLY,False,True,True,9.5,30.8,0.31,20.2,36.4,2.1,6.9,314,181,1,2492391,2314658,1008597501,1087726,40.744947,-73.985976
601 Columbus Avenue,601 Columbus Avenue,MANHATTAN,Multifamily Housing,246984,ELECTRIC_ONLY,False,True,True,44.4,30.8,1.44,69.2,64.5,2.0,10.3,313,163,0,10972650,1315412,1-01203-0001,1031543,40.78856,-73.970648
Century - 142 East 16th Street,142 EAST 16 STREET,MANHATTAN,Multifamily Housing,130135,ELECTRIC_ONLY,False,True,True,38.9,30.8,1.26,62.3,133.7,5.6,26.1,307,221,1,5056004,821265,1008710044,1017804,40.73506,-73.987288
640 Fifth Avenue,640 5 AVENUE,MANHATTAN,Mixed Use Property,290546,ELECTRIC_ONLY,False,True,True,17.7,26.3,0.67,23.9,17.3,1.7,3.1,307,167,1,5152730,4816057,1012670034,1034516,40.759432,-73.977122
"Metro Hudson Mgmt, LLC - 351 East 51 Street",351 East 51 Street,MANHATTAN,Multifamily Housing,144834,ELECTRIC_ONLY,False,True,True,16.5,30.8,0.54,26.6,46.1,4.5,10.0,306,218,1,2391725,1928613,1013447502,1039660,40.754909,-73.966631
4 Columbus Circle,4 Columbus Circle,MANHATTAN,Office,118404,ELECTRIC_ONLY,False,True,True,12.9,14.0,0.92,10.8,23.2,5.7,5.4,305,198,1,1521776,3680777,1010480033,1026054,40.767461,-73.982809
Ashkenazy: 635 Madison Ave,635 Madison Ave,MANHATTAN,Office,160373,ELECTRIC_ONLY,False,True,True,19.8,14.0,1.42,31.6,43.2,4.0,9.2,304,211,1,3183001,2021477,1013740021,1040754,40.763767,-73.971269
(7045) - The Stanford Condominium (45 East 25th Street ),45 East 25th Street,MANHATTAN,Multifamily Housing,150100,ELECTRIC_ONLY,False,True,True,33.9,30.8,1.1,64.8,127.2,4.0,21.9,301,192,0,5087980,785219,1-00855-7501,1016750,40.742007,-73.986705
HSS - Belaire,525 East 71st St,MANHATTAN,Outpatient Rehabilitation/Physical Therapy,164553,ELECTRIC_ONLY,False,True,True,33.2,33.2,1.0,31.6,23.8,2.5,3.6,300,137,0,5457466,3344215,1014830033,1087893,40.765963,-73.953741
27 West 23rd street,27 West 23rd Street,MANHATTAN,Office,110250,ELECTRIC_ONLY,False,True,True,12.5,14.0,0.89,31.6,106.1,6.4,21.1,300,200,0,1376550,873781,1-00825-0024,1015580,40.742013,-73.990653
729 7 AVENUE - [729 Seventh Avenue],729 Seventh Ave,MANHATTAN,Office,172076,ELECTRIC_ONLY,False,True,True,15.8,14.0,1.13,28.9,45.4,4.4,11.2,299,202,1,2722212,1961531,1010017501,1022699,40.760103,-73.983973
Federation of Jewish,130 E 59 St,MANHATTAN,Office,229547,ELECTRIC_ONLY,False,True,True,13.7,14.0,0.98,27.5,35.1,2.7,7.6,298,203,1,3135647,2421967,1013137502,1087267,40.762367,-73.96854
30 Broad Street,30 Broad Street,MANHATTAN,Office,470000,ELECTRIC_ONLY,False,True,True,6.2,14.0,0.44,18.5,22.3,1.1,4.1,298,170,1,2898793,3738037,1-00024-0029,1000819,40.70618,-74.01125
161 William St (157 WILLIAM STREET),157 WILLIAM STREET,MANHATTAN,College/University,190970,ELECTRIC_ONLY,False,True,True,21.6,21.9,0.99,39.4,48.5,4.5,13.4,296,219,1,4133544,1863168,1000927502,1001269,40.709952,-74.006063
15 Maiden Lane,15 Maiden Lane,MANHATTAN,Office,155680,ELECTRIC_ONLY,False,True,True,19.9,14.0,1.42,50.7,116.1,4.6,23.7,295,208,0,3095684,881481,1000650007,1001097,40.709482,-74.009356
ATCO - 555 Fifth Avenue,555 Fifth Avenue,MANHATTAN,Office,243294,ELECTRIC_ONLY,False,True,True,12.8,14.0,0.92,22.7,26.1,2.1,4.8,295,170,1,3124542,3117332,1-01281-0069,1035401,40.755801,-73.97874
70 CHARLTON STREET,70 Charlton Street,MANHATTAN,Multifamily Housing,224400,ELECTRIC_ONLY,False,True,True,23.9,30.8,0.78,43.5,42.6,2.5,8.2,293,183,2,5362122,1976989,1005800011,1090545;1090546,40.727246,-74.006559
16 E 52nd St,16 East 52nd Street,MANHATTAN,Medical Office,90816,ELECTRIC_ONLY,False,True,True,6.4,14.5,0.44,12.9,85.2,9.2,21.3,292,210,0,582564,1149800,1012870058,1035475,40.759404,-73.975393
Caprice: 320 E 58th Street,320 E 58th St,MANHATTAN,Multifamily Housing,117005,ELECTRIC_ONLY,False,True,True,19.3,30.8,0.63,32.9,194.0,5.6,32.6,291,192,0,2257220,547316,1-01350-0040,1040012,40.759497,-73.963672
650 Sixth Avenue,650 Sixth Avenue,MANHATTAN,Multifamily Housing,110630,ELECTRIC_ONLY,False,True,True,19.3,30.8,0.63,9.8,58.6,7.3,15.5,288,212,1,2130096,1519859,1-00821-7503,1015487,40.740855,-73.994277
DEPM 1284 - 650 Park Ave,646 Park Avenue,MANHATTAN,Multifamily Housing,211883,ELECTRIC_ONLY,False,True,True,19.6,30.8,0.64,45.8,61.9,2.9,13.0,287,203,1,4154559,1408089,1013810038,1041176,40.767584,-73.966404
477 Madison Avenue,477 Madison Avenue,MANHATTAN,Office,262297,ELECTRIC_ONLY,False,True,True,12.2,14.0,0.87,31.4,40.6,2.8,10.4,286,176,2,3194904,2044802,1012870021,1035471,40.758715,-73.974956
1100 Avenue of the Americas,1100 Avenue of the Americas,,Office,349205,ELECTRIC_ONLY,False,True,True,4.5,14.0,0.32,8.8,15.7,2.1,4.2,285,188,2,1583755,4836739,1-01258-0001,1034195,,
Halstead - 401 East 84th Street,403 EAST 84 STREET,MANHATTAN,Multifamily Housing,118050,ELECTRIC_ONLY,False,True,True,45.0,30.8,1.46,68.8,142.4,4.3,22.4,281,169,0,5313873,666019,1015647502,1073786,40.775414,-73.949962
Fitzpatrick Hotel Lexington Avenue,687 Lexington Avenue,MANHATTAN,Hotel,70508,ELECTRIC_ONLY,False,True,True,20.5,34.6,0.59,31.6,150.4,14.0,36.8,277,231,1,1448035,787815,1013110052,1036889,40.760564,-73.969386
43 West 64th St,43 W. 64TH ST.,MANHATTAN,Multifamily Housing,125390,ELECTRIC_ONLY,False,True,True,35.5,30.8,1.15,37.8,48.1,3.0,7.1,272,127,0,4449417,1566723,1011177502,1081012,40.771614,-73.980732
DEPM 1694 - 35 East 75th Street,27 East 75 Street,MANHATTAN,Multifamily Housing,211099,ELECTRIC_ONLY,False,True,True,25.2,30.8,0.82,58.2,75.4,2.8,15.7,268,192,0,5322995,1109212,1013900023,1041695,40.773646,-73.96378
DCAS_1030_Sun Building,280 Broadway,MANHATTAN,Office,242062,ELECTRIC_ONLY,False,True,True,8.4,14.0,0.6,18.0,27.0,1.7,4.5,268,138,1,2032474,2706446,1001530001,1079215,40.714417,-74.006089
(7240) - 17 and 24 Corporation (17 West 54th Street),17 West 54th Street,MANHATTAN,Multifamily Housing,200000,ELECTRIC_ONLY,False,True,True,41.9,30.8,1.36,63.9,55.9,2.6,10.8,267,163,0,8387850,1029209,1-01270-0020,1080440,40.761405,-73.976222
UNICEF HOUSE,3 UN Plaza,MANHATTAN,Office,208203,ELECTRIC_ONLY,False,True,True,14.4,14.0,1.03,20.2,20.7,1.7,3.1,265,119,1,2988581,3450592,1013360031,1038670,40.75062,-73.970116
Henry Phipps Plaza North,331 E. 29th St,MANHATTAN,Multifamily Housing,176898,ELECTRIC_ONLY,False,True,True,28.4,30.8,0.92,58.8,89.5,2.6,14.8,264,151,0,5024209,898260,1-00935-0013,1020616,40.741089,-73.976836
175 West 93rd Street,175 West 93rd Street,MANHATTAN,Multifamily Housing,238456,ELECTRIC_ONLY,False,True,True,26.5,30.8,0.86,29.8,88.3,2.4,17.4,264,168,0,6315663,964325,1012240001,1032534,40.791972,-73.971383
AKAM - 200 East 58th Street,200 East 58th Street,MANHATTAN,Multifamily Housing,156476,ELECTRIC_ONLY,False,True,True,31.9,30.8,1.04,51.6,58.5,3.4,12.1,263,177,1,4999099,1291702,1013317501,1076271,40.760774,-73.966704
217 Broadway,217 BROADWAY,MANHATTAN,Office,133198,ELECTRIC_ONLY,False,True,True,11.4,14.0,0.82,20.1,44.0,3.8,8.8,263,170,1,1518720,1773969,1-00088-0001,1001232,40.71156,-74.008469
Alumni Hall,210 west 27th STREET,MANHATTAN,Residence Hall/Dormitory,134433,ELECTRIC_ONLY,False,True,True,39.8,34.2,1.16,52.7,57.1,4.8,13.5,262,169,0,5349120,1409229,1-00776-0033,1088614,40.746896,-73.994489
The Sofia Condominium,43 West 61st Street,MANHATTAN,Multifamily Housing,204000,ELECTRIC_ONLY,False,True,True,14.7,30.8,0.48,32.9,42.7,2.6,8.7,262,173,1,2996975,1722534,1-01114-7501,1027366,40.770066,-73.982859
Sacks: 910 5th Ave,910 5 AVENUE,MANHATTAN,Multifamily Housing,175052,ELECTRIC_ONLY,False,True,True,29.9,30.8,0.97,58.3,72.9,2.9,13.7,261,169,1,5238818,1088625,1013870001,1041450,40.772415,-73.966525
Fairchild / 7 E 12th St,3 East 12 Street,MANHATTAN,College/University,122496,ELECTRIC_ONLY,False,True,True,21.9,21.9,1.0,33.6,53.5,7.4,16.9,261,207,1,2687956,1559019,1005700042,1009390,40.734531,-73.994219
1 E. 57th St LLC,1 E. 57th Street,MANHATTAN,Office,91060,ELECTRIC_ONLY,False,True,True,4.8,14.0,0.34,4.9,28.2,5.1,5.2,261,131,1,437153,2510762,1-01293-0001,1036049,40.762873,-73.973724
156 William Street,156 William Street,MANHATTAN,Medical Office,247929,ELECTRIC_ONLY,False,True,True,13.0,14.5,0.9,24.4,23.3,1.7,4.0,259,137,1,3225042,2931963,1-00093-7501,1001281,40.709944,-74.006045
"50 Broad Street, New York",50 Broad Street,MANHATTAN,Office,241204,ELECTRIC_ONLY,False,True,True,18.7,14.0,1.34,54.6,69.0,2.0,12.9,258,160,1,4510932,1097308,1000240036,1000820,40.705689,-74.011455
510 Fifth Avenue,510 5 AVENUE,MANHATTAN,Office,63456,ELECTRIC_ONLY,False,True,True,12.8,14.0,0.91,12.4,46.5,12.4,13.8,257,176,0,810009,1671717,1012580040,1034200,40.753973,-73.980538
AKAM - 160 East 38th Street,160 East 38th Street,MANHATTAN,Multifamily Housing,391033,ELECTRIC_ONLY,False,True,True,37.4,30.8,1.21,59.0,24.7,1.5,6.0,256,192,2,14609975,2822098,1008930041,1019099,40.74842,-73.976721
AKAM - 124 East 79th Street,124 East 79th Street,MANHATTAN,Multifamily Housing,97870,ELECTRIC_ONLY,False,True,True,26.0,30.8,0.85,56.1,187.8,7.0,35.7,256,189,1,2547220,561998,1014137501,1043270,40.775251,-73.959605
35 PARK AVENUE,35 PARK AVENUE,MANHATTAN,Multifamily Housing,169062,ELECTRIC_ONLY,False,True,True,26.5,30.8,0.86,62.3,112.8,2.7,18.6,254,149,0,4481117,730827,1-00891-0003,1018885,40.748215,-73.9805
