property_name,address,borough,property_type,sqft,classification,has_steam_cooling,has_electric_cooling,has_monthly_data,steam_intensity,heating_baseline,steam_ratio_vs_baseline,steam_pct_of_total,summer_elec_increase_pct,cooling_intensity_kbtu_sqft,cooling_pct_of_elec,peak_month_cooling_kw,avg_summer_cooling_kw,num_cooling_towers,district_steam_kbtu,elec_kwh,bbl,bin,latitude,longitude
560 Lexco LP,560 Lexington Avenue,MANHATTAN,Office,333848,ELECTRIC_ONLY,False,True,True,10.3,14.0,0.74,21.7,60.7,5.6,14.9,711,521,1,3446504,3651506,1013050013,1036451,40.756651,-73.972264
243 West 42nd Street,243 West 42nd Street,MANHATTAN,Movie Theater,211596,ELECTRIC_ONLY,False,True,True,22.4,22.4,1.0,11.5,24.2,7.6,5.7,706,471,1,4740765,8202978,1010140001,1087142,40.756821,-73.988789
SEWARD PARK EXTENSION,64 ESSEX STREET,MANHATTAN,Multifamily Housing,376859,ELECTRIC_ONLY,False,True,True,37.6,30.8,1.22,32.3,90.0,3.4,15.5,703,416,0,14158058,2439103,1003470080;1003510001,1004158;1083428;1083429;1087106,40.717165,-73.988907
DCAS_1026_Manhattan Family Court,60 Lafayette St,MANHATTAN,Courthouse,491000,ELECTRIC_ONLY,False,True,True,18.8,54.4,0.35,39.9,51.7,3.3,11.6,700,478,2,9221978,4063873,1001710031,1001842,40.71646,-74.002327
CO/GLC 11128/104 BROAD ST/NEW YORK/NY,104 BROAD ST,MANHATTAN,Data Center,217034,ELECTRIC_ONLY,False,True,True,25.3,27.0,0.94,18.4,28.7,12.4,11.1,690,565,2,5486835,7144440,1-00008-0044,1000016,40.703257,-74.01157
Sofitel New York-44th Street,45 West 44th Street,MANHATTAN,Hotel,293966,ELECTRIC_ONLY,False,True,True,49.6,34.6,1.43,52.9,70.4,6.9,18.8,686,511,1,14590107,3109852,1-01260-0014,1085873,40.75542,-73.981429
Soho Grand Hotel,4 Thompson Street,MANHATTAN,Hotel,191060,ELECTRIC_ONLY,False,True,True,48.3,34.6,1.39,37.1,56.1,7.1,11.1,679,435,1,9222181,3596602,1002270028,1087764,40.722185,-74.004917
80 & 90 Maiden Lane - Parent Property,80 & 90 Maiden Lane,,Office,561134,ELECTRIC_ONLY,False,True,True,6.6,14.0,0.48,16.1,40.4,2.3,8.1,677,438,0,3726641,4797687,1000420031;1000420036,1001015;1001016,,
330 Hudson Street,330 Hudson Street,MANHATTAN,Office,405145,ELECTRIC_ONLY,False,True,True,17.4,14.0,1.25,25.0,31.8,4.6,9.0,675,472,1,7052527,6145981,1005807501,1009746,40.726862,-74.007382
330 Hudson,330 Hudson St,MANHATTAN,Office,404273,ELECTRIC_ONLY,False,True,True,15.8,14.0,1.13,24.5,31.8,4.6,9.0,675,472,1,6394789,5768424,1-00580-7501,1009746,40.726862,-74.007382
W Hotel Union Square,201 Park Ave South,MANHATTAN,Hotel,200000,ELECTRIC_ONLY,False,True,True,39.7,34.6,1.15,48.6,98.7,11.7,27.8,661,541,1,7944080,2461934,1008730001,1080799,40.736644,-73.988944
330 Madison Avenue,330 Madison Avenue,MANHATTAN,Office,806247,ELECTRIC_ONLY,False,True,True,16.6,14.0,1.19,27.4,17.0,1.1,2.6,661,303,1,13385284,10405962,1012770014,1035348,40.753383,-73.978871
320 Park Avenue,320 Park Avenue,MANHATTAN,Financial Office,721979,ELECTRIC_ONLY,False,True,True,20.1,20.1,1.0,32.9,20.2,1.3,3.2,659,313,1,14532523,8703813,1012860035,1035464,40.75745,-73.973798
80 Maiden Lane,80 Maiden Lane,MANHATTAN,Office,527605,ELECTRIC_ONLY,False,True,True,7.1,14.0,0.51,16.5,40.6,2.4,8.0,659,422,1,3726641,4632078,1000420031,1001015,40.707116,-74.007329
150 East 52nd Street (Plaza 52 LLC),150 East 52nd Street,MANHATTAN,Office,318729,ELECTRIC_ONLY,False,True,True,6.0,14.0,0.43,10.5,37.5,2.6,5.1,658,270,0,1916334,4628507,1-01306-0042,"1036463, 1802417",40.757534,-73.970965
900 Third Ave,900 3rd Avenue,MANHATTAN,Office,591315,ELECTRIC_ONLY,False,True,True,9.1,14.0,0.65,23.9,35.9,1.9,6.4,654,365,2,5370205,5017198,1013090032,1081162,40.75859,-73.968759
DEPM 2402 - 240 East 47th St,871 2 Avenue,MANHATTAN,Multifamily Housing,378034,ELECTRIC_ONLY,False,True,True,26.7,30.8,0.87,45.4,51.2,3.2,10.1,651,406,1,10098242,3552579,1013207501,1037607,40.752717,-73.970108
ESRT - 111 West 33rd Street (112 WEST 34 STREET),112 WEST 34 STREET,MANHATTAN,Office,806417,ELECTRIC_ONLY,False,True,True,5.9,14.0,0.42,14.2,20.8,1.3,3.8,650,360,1,4766872,8446304,1008090053,1015201,40.750063,-73.988454
Orsid - 2 Columbus Avenue,2 Columbus Avenue,MANHATTAN,Multifamily Housing,241774,ELECTRIC_ONLY,False,True,True,42.9,30.8,1.39,65.4,165.1,6.2,29.8,647,437,0,10371841,1573066,1-01131-7501,1085729,40.769476,-73.985122
1567 Broadway,1567 Broadway,MANHATTAN,Hotel,387923,ELECTRIC_ONLY,False,True,True,38.9,34.6,1.12,39.6,30.9,4.3,8.0,646,449,1,15075454,5943165,1-01018-7501,1024742,40.759247,-73.985168
1001 Avenue of the Americas,1001 6 AVENUE,MANHATTAN,Office,241001,ELECTRIC_ONLY,False,True,True,15.7,14.0,1.12,33.1,103.3,8.3,26.4,646,527,1,3771941,2231287,1008130031,1015255,40.751842,-73.98631
TMG - 90 Washington St,90 Washington Street,MANHATTAN,Multifamily Housing,325672,ELECTRIC_ONLY,False,True,True,33.7,30.8,1.1,51.3,62.4,3.4,11.2,642,370,1,10986722,2916695,1000170029,1000793,40.708082,-74.014446
Washington Hotel,123 Washington Street,MANHATTAN,Hotel,396477,ELECTRIC_ONLY,False,True,True,31.0,34.6,0.9,43.6,44.8,4.4,11.9,642,475,1,12283119,4355680,1-00053-7502,1088442,40.709139,-74.01402
Feil - 488 Madison Avenue,484 Madison Avenue,MANHATTAN,Office,396863,ELECTRIC_ONLY,False,True,True,18.1,14.0,1.3,27.7,36.4,3.5,8.0,642,423,3,7189085,5052130,1012870014,1035470,40.758833,-73.974895
AKAM - Chatham Green,165 Park Row,MANHATTAN,Multifamily Housing,535887,ELECTRIC_ONLY,False,True,True,46.0,30.8,1.5,67.9,88.9,2.7,18.5,636,409,0,24670065,2335628,1001170001,1077407;1077406;1086087,40.713086,-74.000566
201 East 80th St,201 E. 80TH ST.,MANHATTAN,Multifamily Housing,253800,ELECTRIC_ONLY,False,True,True,38.1,30.8,1.24,46.0,73.2,6.1,16.6,634,419,0,9670408,2749911,1015267501,1048523,40.774832,-73.956454
106 Central Park South,106 Central Park South,MANHATTAN,Multifamily Housing,377353,ELECTRIC_ONLY,False,True,True,40.0,30.8,1.3,58.0,64.5,5.0,17.6,631,514,1,15082429,3113056,1010117502,1069595,40.765868,-73.976715
Orsid - 170 West End Ave,170 WEST END AVENUE,MANHATTAN,Multifamily Housing,483114,ELECTRIC_ONLY,False,True,True,33.1,30.8,1.07,61.2,67.2,3.1,15.0,631,480,1,15979241,2913539,1011587505,1070721,40.776775,-73.984565
New York Law School Campus,185 West Broadway,MANHATTAN,College/University,235000,ELECTRIC_ONLY,False,True,True,28.8,21.9,1.31,33.0,48.4,7.0,12.3,627,431,2,6769359,3910884,1001760018,1001967,40.718175,-74.007114
2490-MILLENNIUM DOWNTOWN NEW YORK,47 Church street,MANHATTAN,Hotel,384255,ELECTRIC_ONLY,False,True,True,41.6,34.6,1.2,32.2,83.2,4.3,19.6,626,461,1,15988722,2486284,1000800004,1075702,40.711272,-74.010623
Westgate NY Grand Central,302 E 42nd Street,MANHATTAN,Hotel,216177,ELECTRIC_ONLY,False,True,True,38.4,34.6,1.11,48.5,89.3,8.8,22.9,623,462,1,8311088,2439726,1013340005,1038651,40.74969,-73.971903
SL Green Realty Corporation 304 Park Avenue South,304 Park Avenue South,MANHATTAN,Office,211732,ELECTRIC_ONLY,False,True,True,7.4,14.0,0.53,8.8,53.6,4.9,9.1,621,340,0,1572629,3165122,1008510041,1016287,40.740045,-73.986479
"Landmark Owners, Inc. (300 E 59 St)",300 E 59 St,MANHATTAN,Multifamily Housing,283079,ELECTRIC_ONLY,False,True,True,41.5,30.8,1.35,66.7,128.4,4.4,22.5,619,391,0,11760732,1640241,1013510001,1040031,40.760546,-73.964206
The Morgan Library & Museum,225 Madison Avenue,MANHATTAN,Museum,185900,ELECTRIC_ONLY,False,True,True,78.1,106.8,0.73,52.0,50.8,11.5,16.5,608,448,0,14512628,3883401,1008660025;1008660058,1088659;1017186,40.749387,-73.981763
1440 Broadway,1440 Broadway,MANHATTAN,Office,746735,ELECTRIC_ONLY,False,True,True,12.8,14.0,0.91,36.8,35.4,1.2,5.6,607,296,1,9530129,4664993,1-00993-0011,1022563,40.754611,-73.986761
Alumni Hall,33 3 Avenue,MANHATTAN,Residence Hall/Dormitory,147029,ELECTRIC_ONLY,False,True,True,50.6,34.2,1.48,48.6,92.1,10.8,20.9,605,418,0,7433008,2212865,1004650001,1006764,40.73021,-73.989396
AKAM - 315 West 70th Street,315 West 70th Street,MANHATTAN,Multifamily Housing,234390,ELECTRIC_ONLY,False,True,True,33.4,30.8,1.09,57.4,133.1,6.2,26.1,605,455,1,7834681,1624652,1011820020,1030930,40.778748,-73.986073
1440 Broadway,1440 Broadway,MANHATTAN,Office,746735,ELECTRIC_ONLY,False,True,True,12.8,14.0,0.91,36.8,35.3,1.2,5.6,605,295,1,9530149,4666182,1009930011,1022563,40.754611,-73.986761
Ritz Carlton Central Park,50 Central Park South,MANHATTAN,Hotel,328679,ELECTRIC_ONLY,False,True,True,42.1,34.6,1.22,42.2,37.2,5.5,11.0,601,439,0,13836035,4969097,1-01274-7503,1035256,40.765163,-73.975051
430 Park Avenue Company,430 Park Avenue,MANHATTAN,Office,233115,ELECTRIC_ONLY,False,True,True,15.4,14.0,1.1,21.7,48.9,6.5,12.0,601,387,1,3591050,3789015,1-01291-0038,1035772,40.760847,-73.971321
URA Group - 120 West 45th St,120 West 45th St,MANHATTAN,Office,426056,ELECTRIC_ONLY,False,True,True,8.2,14.0,0.59,12.4,24.4,2.4,4.5,600,339,1,3508234,6675225,1009970041,1069581,40.757117,-73.983544
50 West 47th Street,55 West 46th Street,MANHATTAN,Office,739305,ELECTRIC_ONLY,False,True,True,14.5,14.0,1.04,27.7,20.1,1.4,3.8,597,351,1,10727266,8218165,1-01262-7502,1034346,40.756765,-73.98075
420 5th Avenue Condominium,420 5th Avenue,MANHATTAN,Office,609179,ELECTRIC_ONLY,False,True,True,14.6,14.0,1.05,23.4,19.2,1.9,4.1,596,300,1,8903538,8530050,1-00839-7501,1081017,40.750809,-73.982845
TMG - 90 John St,100 John Street,MANHATTAN,Multifamily Housing,377672,ELECTRIC_ONLY,False,True,True,26.7,30.8,0.87,0,89.9,3.8,21.0,594,428,0,10066900,0,1-00069-7502,1001127,40.707984,-74.006164
Majestic: 109 East 16th St,109 East 16th St,MANHATTAN,Office,308590,ELECTRIC_ONLY,False,True,True,16.0,14.0,1.14,36.0,64.4,3.5,11.7,593,362,0,4922456,2565932,1-00872-0013,1017821,40.735681,-73.988713
1 W 39th Street - LL84,1 West 39th Street,MANHATTAN,Office,135332,ELECTRIC_ONLY,False,True,True,16.9,14.0,1.21,15.3,46.4,9.0,9.6,588,320,4,2290199,3724449,1008410031,1016045,40.751789,-73.982751
330 East 75th St,330 E. 75TH ST.,MANHATTAN,Multifamily Housing,263853,ELECTRIC_ONLY,False,True,True,39.8,30.8,1.29,67.5,147.8,5.1,27.4,587,398,0,10489015,1444240,1014497501,1044935,40.769916,-73.95498
AKAM - 325 Fifth Avenue,321 Fifth Avenue,MANHATTAN,Multifamily Housing,317446,ELECTRIC_ONLY,False,True,True,32.9,30.8,1.07,43.3,48.8,3.3,9.1,587,345,1,10451822,3328457,1008627503,1087309,40.747304,-73.985373
444 Madison,444 Madison Avenue,MANHATTAN,Office,462725,ELECTRIC_ONLY,False,True,True,13.0,14.0,0.93,28.0,38.8,1.9,6.3,584,300,1,5999288,4513794,1-01285-0015,1035454,40.757582,-73.975805
411 E 10th Street - 35799,411 E 10th Street,MANHATTAN,Multifamily Housing,609026,ELECTRIC_ONLY,False,True,True,40.8,30.8,1.33,49.4,95.4,1.8,16.4,583,348,0,24858420,2690305,1-00382-0100,1078021;1078024;1078025;1811643;1078022,40.725628,-73.97691
170 Central Park West,170 Central Park West,MANHATTAN,Museum,155933,ELECTRIC_ONLY,False,True,True,110.1,106.8,1.03,52.4,38.7,10.3,10.6,581,386,0,17175570,4456785,1011290029,1028816,40.779265,-73.973743
W Times Square,1567 BROADWAY,MANHATTAN,Hotel,355940,ELECTRIC_ONLY,False,True,True,51.9,34.6,1.5,41.6,30.0,4.1,7.6,581,385,1,18461627,5576282,1010187501,1024742,40.759247,-73.985168
Rudd Realty: 250 EAST 40 ST,250 EAST 40 STREET,MANHATTAN,Multifamily Housing,510111,ELECTRIC_ONLY,False,True,True,23.4,30.8,0.76,62.3,90.8,2.3,17.0,581,388,0,11948441,2009217,1009207501,1076162,40.748664,-73.973459
The Kingsley,400 E 70th street,MANHATTAN,Multifamily Housing,280985,ELECTRIC_ONLY,False,True,True,44.8,30.8,1.46,71.8,144.3,4.5,26.0,578,392,0,12594335,1425069,1014647501,1045589,40.76645,-73.956874
110 Wall Street,110 Wall Street,MANHATTAN,Mixed Use Property,294461,ELECTRIC_ONLY,False,True,True,36.5,26.3,1.39,41.5,39.8,4.1,8.7,578,400,1,10756038,4066228,1000370008,1000872,40.704638,-74.006694
125 Columbus Avenue & 2 Lincoln Square - Parent Property,125 Columbus Avenue,MANHATTAN,Multifamily Housing,355205,ELECTRIC_ONLY,False,True,True,40.4,30.8,1.31,63.5,74.5,3.0,14.0,577,359,0,14337253,2266079,1011180001;1011189001,1028159;1809811;1804323,40.773126,-73.981955
Safra National Bank: 546 5 Ave,546 5 Ave,MANHATTAN,Office,183524,ELECTRIC_ONLY,False,True,True,15.8,14.0,1.13,24.1,67.3,7.6,15.4,577,397,1,2903091,2672761,1012610034,1082895,40.755447,-73.979466
5 Times Square,5 Times Square,MANHATTAN,Office,979677,ELECTRIC_ONLY,False,True,True,9.2,14.0,0.66,26.1,23.7,1.2,5.0,576,384,5,9041732,6710611,1010130029,1024656,40.755709,-73.987208
334 E 26th (Vilcek),334 E 26th Street,MANHATTAN,Residence Hall/Dormitory,142477,ELECTRIC_ONLY,False,True,True,51.2,34.2,1.5,67.3,202.1,9.7,35.2,575,400,0,7292295,1036334,1-00931-0021,1020607,40.739118,-73.977941
FIT_1291_Dubinsky Student Center (A Building),340 8th Ave,MANHATTAN,College/University,223212,ELECTRIC_ONLY,False,True,True,31.7,21.9,1.44,38.4,74.2,8.0,20.2,575,457,0,7075347,3091398,1007770001,1014250,40.747912,-73.996571
100 West 57th Street,100 West 57th Street,MANHATTAN,Multifamily Housing,386775,ELECTRIC_ONLY,False,True,True,33.9,30.8,1.1,44.0,70.1,4.7,19.9,574,448,1,13107362,2693761,1-01009-0029,1023456,40.764428,-73.97747
"HRA_4361_HRA BAC Lower Manhattan, HEAP, HPA, IDNYC, ODV, CAS, APS",109 East 16th St,MANHATTAN,Office,349777,ELECTRIC_ONLY,False,True,True,14.1,14.0,1.01,34.8,63.0,3.1,11.9,572,366,0,4948724,2716359,1008720013,1017821,40.735681,-73.988713
Allied - 151 East 85th Street,151 East 85th Street,MANHATTAN,Multifamily Housing,453927,ELECTRIC_ONLY,False,True,True,4.9,30.8,0.16,12.5,39.4,2.9,9.2,572,399,1,2219183,4202218,1-01514-7502,1088463,40.778653,-73.955679
Halstead - 236 East 47th Street,236 EAST 47 STREET,MANHATTAN,Multifamily Housing,218264,ELECTRIC_ONLY,False,True,True,26.5,30.8,0.86,50.9,129.7,7.1,28.2,569,416,0,5776297,1615660,1013207505,1037604,40.753551,-73.971226
745 Fifth Ave.,745 Fifth Ave.,MANHATTAN,Office,537135,ELECTRIC_ONLY,False,True,True,3.4,14.0,0.24,7.0,24.0,1.9,4.6,568,341,1,1817029,7080099,1-01293-0069,1036079,40.763326,-73.973695
DCAS_1024_Manhattan Civil Court,111 Centre St,MANHATTAN,Courthouse,467000,ELECTRIC_ONLY,False,True,True,23.1,54.4,0.42,44.7,42.5,2.9,10.3,563,385,1,10784365,3909544,1001690010,1001833,40.716317,-74.001277
230 West 41st Street,230 West 41st St.,MANHATTAN,Office,281840,ELECTRIC_ONLY,False,True,True,10.6,14.0,0.76,17.0,40.1,3.9,8.0,562,364,1,2975615,4125536,1-01012-0015,1080830,40.755802,-73.988482
Halstead - 165 East 72nd Street - PARENT,165 EAST 72 STREET;1260 3 AVENUE,MANHATTAN,Multifamily Housing,276360,ELECTRIC_ONLY,False,True,True,44.7,30.8,1.45,65.7,105.8,4.5,20.8,561,352,1,12352586,1772014,1014070033,1042850;1085156,40.770135,-73.961497
The Union League Club,38 East 37th Street,MANHATTAN,Community Center and Social Meeting Hall,98746,ELECTRIC_ONLY,False,True,True,58.6,39.2,1.49,43.7,125.6,18.6,31.6,552,453,1,5787580,1701853,1008660042,1017184,40.749458,-73.981103
200 Central Park South,200 Central Park South,MANHATTAN,Multifamily Housing,504712,ELECTRIC_ONLY,False,True,True,3.5,30.8,0.11,7.5,57.9,1.9,10.8,551,324,1,1784444,2554992,1-01030-0029,1024918,40.767019,-73.979444
53rd Realty Corp.,515 Madison Avenue,MANHATTAN,Office,329431,ELECTRIC_ONLY,False,True,True,13.3,14.0,0.95,27.4,45.5,2.8,8.2,543,311,1,4381431,3309629,1-01289-0021,1035728,40.759665,-73.973783
188 East 76th St,188 E. 76TH ST.,MANHATTAN,Multifamily Housing,145489,ELECTRIC_ONLY,False,True,True,42.5,30.8,1.38,60.2,194.7,8.8,33.9,541,377,0,6180657,1108982,1014107503,1085651,40.772514,-73.959167
610 Park Ave,610 PARK AVE.,MANHATTAN,Multifamily Housing,197851,ELECTRIC_ONLY,False,True,True,41.3,30.8,1.34,41.7,62.1,7.7,16.4,539,381,1,8164380,2741796,1013797502,1041086,40.766497,-73.967199
AKAM - 340 East 23rd Street,334 East 23rd Street,MANHATTAN,Multifamily Housing,237130,ELECTRIC_ONLY,False,True,True,18.1,30.8,0.59,29.9,67.7,6.0,16.6,537,398,1,4294327,2531645,1009287503,1020579,40.737458,-73.979915
Third Avenue North Residence Hall,67 3 Avenue,MANHATTAN,Residence Hall/Dormitory,322838,ELECTRIC_ONLY,False,True,True,40.1,34.2,1.17,52.1,54.2,5.4,16.2,533,429,1,12960392,3124275,1004670001,1006826,40.731415,-73.988533
505 LaGuardia Place - 36568,505 LaGuardia Place,MANHATTAN,Multifamily Housing,234115,ELECTRIC_ONLY,False,True,True,36.8,30.8,1.19,64.3,154.0,4.4,24.9,533,322,0,8607390,1215230,1005240001,1008241,40.727667,-73.999282
60 West 57th Street,60 West 57th Street,MANHATTAN,Multifamily Housing,303642,ELECTRIC_ONLY,False,True,True,40.9,30.8,1.33,58.6,72.2,4.0,15.6,529,393,1,12424645,2574104,1-01272-0001,1035037,40.763738,-73.975824
7 West 34th Street,3 WEST 34 STREET,MANHATTAN,Office,482049,ELECTRIC_ONLY,False,True,True,7.6,14.0,0.55,18.6,31.4,2.6,7.7,520,342,1,3681137,4731306,1008360026,1082920,40.748592,-73.9849
Perlmutter Cancer Center - 34th St,160 E 34th Street,MANHATTAN,Other - Specialty Hospital,117467,ELECTRIC_ONLY,False,True,True,41.4,41.4,1.0,22.3,29.7,10.5,7.3,515,337,1,4866481,4956202,1008890050,1018503,40.746104,-73.979036
Marymount Manhattan College,"220 E 72Nd Street, 221 E 71St Street",MANHATTAN,College/University,177183,ELECTRIC_ONLY,False,True,True,23.4,21.9,1.07,31.1,63.7,9.3,18.5,514,420,0,4143740,2585851,1-01426-0035,1076309;1083342,40.769465,-73.959952
DEPM 1348 - 25 Broad Street,25 Broad Street,MANHATTAN,Multifamily Housing,434515,ELECTRIC_ONLY,False,True,True,27.3,30.8,0.89,45.4,38.5,2.0,7.2,513,295,1,11869515,3900128,1-00025-7502,1000824,40.706114,-74.01126
1384 Broadway,1384 Broadway,MANHATTAN,Office,204044,ELECTRIC_ONLY,False,True,True,20.9,14.0,1.49,39.8,88.1,6.0,19.0,509,345,0,4260693,1884908,1008130050,1015261,40.752577,-73.987378
Lalezarian Properties LLC : 100 MAIDEN LANE,100 MAIDEN LANE,MANHATTAN,Multifamily Housing,290116,ELECTRIC_ONLY,False,True,True,29.6,30.8,0.96,47.8,56.1,3.3,10.8,507,321,1,8587378,2610492,1000420001,1001014,40.706867,-74.00699
JEMB - 150 Broadway,148 BROADWAY,MANHATTAN,Office,276000,ELECTRIC_ONLY,False,True,True,19.5,14.0,1.4,44.7,77.9,3.3,13.8,507,306,0,5383853,1953799,1000640012,1001087,40.709284,-74.01042
360 East 72nd Street - 2025 Submission,356 EAST 72 STREET,MANHATTAN,Multifamily Housing,610068,ELECTRIC_ONLY,False,True,True,16.5,30.8,0.54,17.7,29.6,2.0,7.3,506,372,2,10071544,4856626,1014460023,1044862,40.768168,-73.956888
Tower West Apartments,65 W 96Th Street,MANHATTAN,Multifamily Housing,314041,ELECTRIC_ONLY,False,True,True,43.3,30.8,1.41,64.3,91.1,2.7,14.7,505,280,0,13605785,1699379,1018327502,1055254,40.792699,-73.967128
URA Group - 579 Fifth Avenue,579 Fifth Avenue,MANHATTAN,Office,130715,ELECTRIC_ONLY,False,True,True,11.7,14.0,0.84,26.0,112.9,10.5,25.6,504,378,1,1532809,1276056,1-01283-0001,1035408,40.756572,-73.978101
475 Park Avenue South,475 Park Avenue South,MANHATTAN,Office,449437,ELECTRIC_ONLY,False,True,True,13.1,14.0,0.93,33.4,42.4,2.4,9.1,503,353,1,5869047,3428699,1008870095,1018471,40.745646,-73.982378
579 5th Avenue,579 5th Avenue,MANHATTAN,Office,130715,ELECTRIC_ONLY,False,True,True,4.3,14.0,0.31,9.4,112.4,10.5,25.5,503,377,1,559723,1573235,1012830001,1035408,40.756572,-73.978101
Maxwell Kates: 900 5th Ave,900 5th Ave,MANHATTAN,Multifamily Housing,170106,ELECTRIC_ONLY,False,True,True,34.8,30.8,1.13,57.6,156.3,8.5,33.4,500,421,1,5915577,1262945,1013860001,1041352,40.77197,-73.96738
900 Fifth Avenue Corporation,900 Fifth Avenue,MANHATTAN,Multifamily Housing,187117,ELECTRIC_ONLY,False,True,True,21.3,30.8,0.69,47.7,156.3,7.7,33.4,500,421,1,3987804,1261287,1-01386-0001,1041352,40.77197,-73.96738
ESRT - 1350 Broadway,1350 Broadway,MANHATTAN,Office,368974,ELECTRIC_ONLY,False,True,True,7.3,14.0,0.52,18.9,39.4,2.5,7.8,494,313,1,2704229,3400699,1-00811-0031,1080606,40.751306,-73.987656
The Chatham,181 East 65th Street,MANHATTAN,Multifamily Housing,255961,ELECTRIC_ONLY,False,True,True,14.0,30.8,0.46,27.0,56.2,4.8,13.5,491,372,0,3590632,2483952,1-01400-7501,1042457;1042429,40.765555,-73.964402
Allied - 303 East 60th Street,303 EAST 60 STREET,MANHATTAN,Multifamily Housing,233099,ELECTRIC_ONLY,False,True,True,45.9,30.8,1.49,72.4,147.5,4.2,24.8,488,313,0,10706335,1158093,1014357501,1072231,40.761059,-73.963426
350 Madison Avenue,350 Madison Avenue,MANHATTAN,Office,380775,ELECTRIC_ONLY,False,True,True,14.0,14.0,1.0,27.1,32.8,2.4,6.5,488,295,1,5319771,4186750,1012790057,1035377,40.754374,-73.978145
211 East 79th Street,211 East 79th Street,MANHATTAN,Residential Care Facility,171285,ELECTRIC_ONLY,False,True,True,104.2,104.2,1.0,70.1,66.5,5.8,13.3,481,330,1,17854753,2185841,1015250005,1048510,40.77408,-73.956794
Wallack - 308 East 72nd St,302 EAST 72 ST,MANHATTAN,Multifamily Housing,165138,ELECTRIC_ONLY,False,True,True,33.8,30.8,1.1,53.4,121.4,7.6,25.9,481,344,1,5573890,1415604,1014467502,1085184,40.768492,-73.957649
16 East 34th Street,16 East 34Th Street,MANHATTAN,Office,349683,ELECTRIC_ONLY,False,True,True,10.1,14.0,0.72,29.5,62.9,2.7,12.3,480,316,0,3535194,2475092,1-00863-0013,1017077,40.748147,-73.983889
Schwartz Hall,335 East 24 Street,MANHATTAN,Ambulatory Surgical Center,191215,ELECTRIC_ONLY,False,True,True,98.7,98.7,1.0,55.6,31.5,7.2,9.2,477,317,1,18871587,4412845,1009300020,1020600,40.737856,-73.978746
DEPM 1634 - 799 Park Ave,799 Park Avenue,MANHATTAN,Multifamily Housing,156942,ELECTRIC_ONLY,False,True,True,34.9,30.8,1.13,62.8,225.8,7.7,38.8,476,340,0,5480519,914219,1014090001,1043073,40.772551,-73.962755
295 Madison Avenue,295 Madison Avenue,MANHATTAN,Office,301128,ELECTRIC_ONLY,False,True,True,11.8,14.0,0.84,32.7,70.9,3.6,15.2,476,318,0,3543624,2085952,1012750050,1035321,40.751997,-73.979864
Mount Sinai Beth Israel Comprehensive Behavioral Health Center (45 Rivington),45 Rivington St,MANHATTAN,Hospital (General Medical & Surgical),134125,ELECTRIC_ONLY,False,True,True,82.2,114.1,0.72,57.4,49.9,9.1,12.6,470,353,3,11028106,2392187,1-00420-7502,1005601,40.720876,-73.991024
(7554) - 40 Broad Street (40 Broad St),40 Broad St,MANHATTAN,Multifamily Housing,319910,ELECTRIC_ONLY,False,True,True,33.9,30.8,1.1,43.4,35.9,2.9,7.4,470,306,1,10845436,3582595,1-00024-7501,1078985,40.706021,-74.011332
118 East 60th Street,118 East 60th Street,MANHATTAN,Multifamily Housing,360173,ELECTRIC_ONLY,False,True,True,30.5,30.8,0.99,59.6,62.9,2.9,13.6,469,344,1,10989910,2108129,1-01394-0007,1041902,40.763174,-73.968493
DEPM 2970 - 515 Park Ave,511 Park Avenue,MANHATTAN,Multifamily Housing,220550,ELECTRIC_ONLY,False,True,True,27.6,30.8,0.89,51.5,98.1,6.5,24.9,468,346,1,6076158,1673206,1013947501,1041908,40.763281,-73.969518
Greenberg Hall,545 First Avenue,MANHATTAN,Residence Hall/Dormitory,217465,ELECTRIC_ONLY,False,True,True,25.4,34.2,0.74,41.2,62.4,4.6,12.8,466,294,1,5526560,2278559,1009360037,1020760,40.742233,-73.974659
(4092) - 190 East 72nd Corp (190 East 72nd Street),190 East 72nd Street,MANHATTAN,Multifamily Housing,325680,ELECTRIC_ONLY,False,True,True,10.6,30.8,0.34,28.9,56.6,3.1,12.4,461,341,1,3450728,2461547,1-01406-0041,1042818,40.769913,-73.961017
575 5th Ave,575 5th Ave,MANHATTAN,Office,545468,ELECTRIC_ONLY,False,True,True,4.3,14.0,0.31,6.6,30.5,1.7,6.7,453,304,1,2353874,3996048,1-01282-7501,1035407,40.756391,-73.978206
401 Second Avenue,401 Second Avenue,MANHATTAN,Multifamily Housing,220329,ELECTRIC_ONLY,False,True,True,34.6,30.8,1.12,66.2,179.3,5.3,34.4,446,331,0,7625564,1003943,1009049024,1087220,40.737991,-73.980842
155 West 66th Street,155 West 66th Street,MANHATTAN,Multifamily Housing,207458,ELECTRIC_ONLY,False,True,True,31.3,30.8,1.02,59.3,140.5,5.6,29.0,440,297,1,6501417,1174826,1-01138-7503,1028838,40.774417,-73.983475
390 Fifth Ave LLC,390 5Th Avenue,MANHATTAN,Office,135000,ELECTRIC_ONLY,False,True,True,11.7,14.0,0.84,20.1,88.3,9.6,22.3,440,351,1,1583602,1626921,1-00837-0048,1015900,40.749807,-73.98408
